ToxPrint_ID,ToxPrint_chemotype_name (original),Level 1,Level 2,Level 3,Level 4,Level 5,Level 2 full,Level 3 full,Level 4 full,Level 5 full
378,bond:metal_metalloid_Te_oxo,bond,metal,metalloid,Te,oxo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_oxo
379,bond:metal_metalloid_Te_oxy,bond,metal,metalloid,Te,oxy,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_oxy
380,bond:metal_metalloid_Te_sulfide,bond,metal,metalloid,Te,sulfide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_sulfide
381,bond:metal_metalloid_Te_sulfide(II),bond,metal,metalloid,Te,sulfide(II),bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_sulfide(II)
382,bond:metal_metalloid_trimethylsilane,bond,metal,metalloid,trimethylsilane,,bond:metal,bond:metal_metalloid,bond:metal_metalloid_trimethylsilane,bond:metal_metalloid_trimethylsilane
383,bond:metal_transition_Ag_oxy_oxo,bond,metal,transition,Ag_oxy_oxo,,bond:metal,bond:metal_transition,bond:metal_transition_Ag_oxy_oxo,bond:metal_transition_Ag_oxy_oxo
384,bond:metal_transition_Cd_generic,bond,metal,transition,Cd,generic,bond:metal,bond:metal_transition,bond:metal_transition_Cd,bond:metal_transition_Cd_generic
385,bond:metal_transition_Cd_halide,bond,metal,transition,Cd,halide,bond:metal,bond:metal_transition,bond:metal_transition_Cd,bond:metal_transition_Cd_halide
386,bond:metal_transition_Cr_generic,bond,metal,transition,Cr,generic,bond:metal,bond:metal_transition,bond:metal_transition_Cr,bond:metal_transition_Cr_generic
387,bond:metal_transition_Cr_oxo,bond,metal,transition,Cr,oxo,bond:metal,bond:metal_transition,bond:metal_transition_Cr,bond:metal_transition_Cr_oxo
388,bond:metal_transition_Cr_oxy,bond,metal,transition,Cr,oxy,bond:metal,bond:metal_transition,bond:metal_transition_Cr,bond:metal_transition_Cr_oxy
389,bond:metal_transition_Cu_generic,bond,metal,transition,Cu,generic,bond:metal,bond:metal_transition,bond:metal_transition_Cu,bond:metal_transition_Cu_generic
390,bond:metal_transition_Cu_oxy_oxo,bond,metal,transition,Cu,oxy_oxo,bond:metal,bond:metal_transition,bond:metal_transition_Cu,bond:metal_transition_Cu_oxy_oxo
391,bond:metal_transition_Fe_generic,bond,metal,transition,Fe_generic,,bond:metal,bond:metal_transition,bond:metal_transition_Fe_generic,bond:metal_transition_Fe_generic
392,bond:metal_transition_Hg_generic,bond,metal,transition,Hg,generic,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_generic
393,bond:metal_transition_Hg_halide,bond,metal,transition,Hg,halide,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_halide
394,bond:metal_transition_Hg_organo,bond,metal,transition,Hg,organo,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_organo
395,bond:metal_transition_Hg_oxo,bond,metal,transition,Hg,oxo,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_oxo
396,bond:metal_transition_Hg_oxy,bond,metal,transition,Hg,oxy,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_oxy
397,bond:metal_transition_Hg_sulfide,bond,metal,transition,Hg,sulfide,bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_sulfide
398,bond:metal_transition_Hg_sulfide(II),bond,metal,transition,Hg,sulfide(II),bond:metal,bond:metal_transition,bond:metal_transition_Hg,bond:metal_transition_Hg_sulfide(II)
399,bond:metal_transition_Mn_generic,bond,metal,transition,Mn,generic,bond:metal,bond:metal_transition,bond:metal_transition_Mn,bond:metal_transition_Mn_generic
400,bond:metal_transition_Mn_oxy_oxo,bond,metal,transition,Mn,oxy_oxo,bond:metal,bond:metal_transition,bond:metal_transition_Mn,bond:metal_transition_Mn_oxy_oxo
401,bond:metal_transition_Mo_oxy_oxo,bond,metal,transition,Mo,oxy_oxo,bond:metal,bond:metal_transition,bond:metal_transition_Mo,bond:metal_transition_Mo_oxy_oxo
402,bond:metal_transition_Mo_sulfide,bond,metal,transition,Mo,sulfide,bond:metal,bond:metal_transition,bond:metal_transition_Mo,bond:metal_transition_Mo_sulfide
403,bond:metal_transition_oxo,bond,metal,transition,oxo,,bond:metal,bond:metal_transition,bond:metal_transition_oxo,bond:metal_transition_oxo
404,bond:metal_transition_oxy,bond,metal,transition,oxy,,bond:metal,bond:metal_transition,bond:metal_transition_oxy,bond:metal_transition_oxy
405,bond:metal_transition_Pt_generic,bond,metal,transition,Pt,generic,bond:metal,bond:metal_transition,bond:metal_transition_Pt,bond:metal_transition_Pt_generic
406,bond:metal_transition_Pt_halide,bond,metal,transition,Pt,halide,bond:metal,bond:metal_transition,bond:metal_transition_Pt,bond:metal_transition_Pt_halide
407,bond:metal_transition_Pt_nitrogen,bond,metal,transition,Pt,nitrogen,bond:metal,bond:metal_transition,bond:metal_transition_Pt,bond:metal_transition_Pt_nitrogen
408,bond:metal_transition_Pt_organo,bond,metal,transition,Pt,organo,bond:metal,bond:metal_transition,bond:metal_transition_Pt,bond:metal_transition_Pt_organo
409,bond:metal_transition_Pt_oxy,bond,metal,transition,Pt,oxy,bond:metal,bond:metal_transition,bond:metal_transition_Pt,bond:metal_transition_Pt_oxy
410,bond:metal_transition_Ti_generic,bond,metal,transition,Ti,generic,bond:metal,bond:metal_transition,bond:metal_transition_Ti,bond:metal_transition_Ti_generic
411,bond:metal_transition_Ti_organo,bond,metal,transition,Ti,organo,bond:metal,bond:metal_transition,bond:metal_transition_Ti,bond:metal_transition_Ti_organo
412,bond:metal_transition_Ti_oxo,bond,metal,transition,Ti,oxo,bond:metal,bond:metal_transition,bond:metal_transition_Ti,bond:metal_transition_Ti_oxo
413,bond:metal_transition_Ti_oxy,bond,metal,transition,Ti,oxy,bond:metal,bond:metal_transition,bond:metal_transition_Ti,bond:metal_transition_Ti_oxy
414,bond:metal_transition_Tl_halide,bond,metal,transition,Tl,halide,bond:metal,bond:metal_transition,bond:metal_transition_Tl,bond:metal_transition_Tl_halide
415,bond:metal_transition_V_generic,bond,metal,transition,V,generic,bond:metal,bond:metal_transition,bond:metal_transition_V,bond:metal_transition_V_generic
416,bond:metal_transition_V_oxo,bond,metal,transition,V,oxo,bond:metal,bond:metal_transition,bond:metal_transition_V,bond:metal_transition_V_oxo
417,bond:metal_transition_V_oxy,bond,metal,transition,V,oxy,bond:metal,bond:metal_transition,bond:metal_transition_V,bond:metal_transition_V_oxy
418,bond:metal_transition_W_generic,bond,metal,transition,W,generic,bond:metal,bond:metal_transition,bond:metal_transition_W,bond:metal_transition_W_generic
419,bond:metal_transition_W_oxo,bond,metal,transition,W,oxo,bond:metal,bond:metal_transition,bond:metal_transition_W,bond:metal_transition_W_oxo
420,bond:metal_transition_Zn_generic,bond,metal,transition,Zn,generic,bond:metal,bond:metal_transition,bond:metal_transition_Zn,bond:metal_transition_Zn_generic
421,bond:metal_transition_Zn_phosphide,bond,metal,transition,Zn,phosphide,bond:metal,bond:metal_transition,bond:metal_transition_Zn,bond:metal_transition_Zn_phosphide
422,chain:alkaneBranch_isopropyl_C3,chain,alkaneBranch,isopropyl_C3,,,chain:alkaneBranch,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isopropyl_C3
423,chain:alkaneBranch_t-butyl_C4,chain,alkaneBranch,t-butyl_C4,,,chain:alkaneBranch,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_t-butyl_C4
424,chain:alkaneBranch_neopentyl_C5,chain,alkaneBranch,neopentyl_C5,,,chain:alkaneBranch,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_neopentyl_C5
425,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain,alkaneBranch,isohexyl_pentyl_3-methyl,,,chain:alkaneBranch,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isohexyl_pentyl_3-methyl
426,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain,alkaneBranch,isooctyl,heptyl_3-methyl,,chain:alkaneBranch,chain:alkaneBranch_isooctyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl
427,chain:alkaneBranch_isooctyl_hexyl_2-ethyl,chain,alkaneBranch,isooctyl,hexyl,2-ethyl,chain:alkaneBranch,chain:alkaneBranch_isooctyl,chain:alkaneBranch_isooctyl_hexyl,chain:alkaneBranch_isooctyl_hexyl_2-ethyl
428,chain:alkaneBranch_isooctyl_hexyl_2-methyl,chain,alkaneBranch,isooctyl,hexyl,2-methyl,chain:alkaneBranch,chain:alkaneBranch_isooctyl,chain:alkaneBranch_isooctyl_hexyl,chain:alkaneBranch_isooctyl_hexyl_2-methyl
429,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain,alkaneBranch,isononyl,heptyl_2_5-methyl,,chain:alkaneBranch,chain:alkaneBranch_isononyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl
430,chain:alkaneBranch_isononyl_pentyl_1_1_1_3-metyl,chain,alkaneBranch,isononyl,pentyl_1_1_1_3-methyl,,chain:alkaneBranch,chain:alkaneBranch_isononyl,chain:alkaneBranch_isononyl_pentyl_1_1_1_3-methyl,chain:alkaneBranch_isononyl_pentyl_1_1_1_3-methyl
431,chain:alkaneBranch_isodecyl_octyl_1_2-methyl,chain,alkaneBranch,isodecyl_octyl_1_2-methyl,,,chain:alkaneBranch,chain:alkaneBranch_isodecyl_octyl_1_2-methyl,chain:alkaneBranch_isodecyl_octyl_1_2-methyl,chain:alkaneBranch_isodecyl_octyl_1_2-methyl
432,chain:alkaneCyclic_ethyl_C2_(connect_noZ),chain,alkaneCyclic,ethyl_C2_(connect_noZ),,,chain:alkaneCyclic,chain:alkaneCyclic_ethyl_C2_(connect_noZ),chain:alkaneCyclic_ethyl_C2_(connect_noZ),chain:alkaneCyclic_ethyl_C2_(connect_noZ)
433,chain:alkaneCyclic_propyl_C3,chain,alkaneCyclic,propyl_C3,,,chain:alkaneCyclic,chain:alkaneCyclic_propyl_C3,chain:alkaneCyclic_propyl_C3,chain:alkaneCyclic_propyl_C3
434,chain:alkaneCyclic_butyl_C4,chain,alkaneCyclic,butyl_C4,,,chain:alkaneCyclic,chain:alkaneCyclic_butyl_C4,chain:alkaneCyclic_butyl_C4,chain:alkaneCyclic_butyl_C4
435,chain:alkaneCyclic_pentyl_C5,chain,alkaneCyclic,pentyl_C5,,,chain:alkaneCyclic,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_pentyl_C5
436,chain:alkaneCyclic_hexyl_C6,chain,alkaneCyclic,hexyl_C6,,,chain:alkaneCyclic,chain:alkaneCyclic_hexyl_C6,chain:alkaneCyclic_hexyl_C6,chain:alkaneCyclic_hexyl_C6
437,chain:alkaneLinear_ethyl_C2(H_gt_1),chain,alkaneLinear,ethyl_C2(H_gt_1),,,chain:alkaneLinear,chain:alkaneLinear_ethyl_C2(H_gt_1),chain:alkaneLinear_ethyl_C2(H_gt_1),chain:alkaneLinear_ethyl_C2(H_gt_1)
438,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain,alkaneLinear,ethyl_C2_(connect_noZ_CN=4),,,chain:alkaneLinear,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4)
439,chain:alkaneLinear_propyl_C3,chain,alkaneLinear,propyl_C3,,,chain:alkaneLinear,chain:alkaneLinear_propyl_C3,chain:alkaneLinear_propyl_C3,chain:alkaneLinear_propyl_C3
440,chain:alkaneLinear_butyl_C4,chain,alkaneLinear,butyl_C4,,,chain:alkaneLinear,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_butyl_C4
441,chain:alkaneLinear_hexyl_C6,chain,alkaneLinear,hexyl_C6,,,chain:alkaneLinear,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_hexyl_C6
442,chain:alkaneLinear_octyl_C8,chain,alkaneLinear,octyl_C8,,,chain:alkaneLinear,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_octyl_C8
443,chain:alkaneLinear_decyl_C10,chain,alkaneLinear,decyl_C10,,,chain:alkaneLinear,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_decyl_C10
444,chain:alkaneLinear_dodedyl_C12,chain,alkaneLinear,dodedyl_C12,,,chain:alkaneLinear,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_dodedyl_C12
445,chain:alkaneLinear_tetradecyl_C14,chain,alkaneLinear,tetradecyl_C14,,,chain:alkaneLinear,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_tetradecyl_C14
446,chain:alkaneLinear_hexadecyl_C16,chain,alkaneLinear,hexadecyl_C16,,,chain:alkaneLinear,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_hexadecyl_C16
447,chain:alkaneLinear_stearyl_C18,chain,alkaneLinear,stearyl_C18,,,chain:alkaneLinear,chain:alkaneLinear_stearyl_C18,chain:alkaneLinear_stearyl_C18,chain:alkaneLinear_stearyl_C18
448,chain:alkeneBranch_diene_2_6-octadiene,chain,alkeneBranch,diene_2_6-octadiene,,,chain:alkeneBranch,chain:alkeneBranch_diene_2_6-octadiene,chain:alkeneBranch_diene_2_6-octadiene,chain:alkeneBranch_diene_2_6-octadiene
449,chain:alkeneBranch_diene_2_7-octadiene_(linalyl),chain,alkeneBranch,diene_2_7-octadiene_(linalyl),,,chain:alkeneBranch,chain:alkeneBranch_diene_2_7-octadiene_(linalyl),chain:alkeneBranch_diene_2_7-octadiene_(linalyl),chain:alkeneBranch_diene_2_7-octadiene_(linalyl)
450,chain:alkeneBranch_mono-ene_2-butene,chain,alkeneBranch,mono-ene_2-butene,,,chain:alkeneBranch,chain:alkeneBranch_mono-ene_2-butene,chain:alkeneBranch_mono-ene_2-butene,chain:alkeneBranch_mono-ene_2-butene
451,chain:alkeneBranch_mono-ene_2-butene_2-propyl_(tiglate),chain,alkeneBranch,mono-ene_2-butene_2-propyl_(tiglate),,,chain:alkeneBranch,chain:alkeneBranch_mono-ene_2-butene_2-propyl_(tiglate),chain:alkeneBranch_mono-ene_2-butene_2-propyl_(tiglate),chain:alkeneBranch_mono-ene_2-butene_2-propyl_(tiglate)
452,chain:alkeneCyclic_diene_1_3-cyclohexadiene_C6,chain,alkeneCyclic,diene,1_3-cyclohexadiene_C6,,chain:alkeneCyclic,chain:alkeneCyclic_diene,chain:alkeneCyclic_diene_1_3-cyclohexadiene_C6,chain:alkeneCyclic_diene_1_3-cyclohexadiene_C6
453,chain:alkeneCyclic_diene_1_5-cyclooctadiene,chain,alkeneCyclic,diene,1_5-cyclooctadiene,,chain:alkeneCyclic,chain:alkeneCyclic_diene,chain:alkeneCyclic_diene_1_5-cyclooctadiene,chain:alkeneCyclic_diene_1_5-cyclooctadiene
454,chain:alkeneCyclic_diene_cyclohexene,chain,alkeneCyclic,diene,cyclohexene,,chain:alkeneCyclic,chain:alkeneCyclic_diene,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclohexene
455,chain:alkeneCyclic_diene_cyclopentadiene,chain,alkeneCyclic,diene,cyclopentadiene,,chain:alkeneCyclic,chain:alkeneCyclic_diene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_diene_cyclopentadiene
456,chain:alkeneCyclic_ethene_C_(connect_noZ),chain,alkeneCyclic,ethene,C_(connect_noZ),,chain:alkeneCyclic,chain:alkeneCyclic_ethene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:alkeneCyclic_ethene_C_(connect_noZ)
457,chain:alkeneCyclic_ethene_generic,chain,alkeneCyclic,ethene,generic,,chain:alkeneCyclic,chain:alkeneCyclic_ethene,chain:alkeneCyclic_ethene_generic,chain:alkeneCyclic_ethene_generic
458,chain:alkeneCyclic_triene_tropilidine,chain,alkeneCyclic,triene_tropilidine,,,chain:alkeneCyclic,chain:alkeneCyclic_triene_tropilidine,chain:alkeneCyclic_triene_tropilidine,chain:alkeneCyclic_triene_tropilidine
459,chain:alkeneLinear_diene_1_2-butene,chain,alkeneLinear,diene,1_2-butene,,chain:alkeneLinear,chain:alkeneLinear_diene,chain:alkeneLinear_diene_1_2-butene,chain:alkeneLinear_diene_1_2-butene
460,chain:alkeneLinear_diene_1_3-butene,chain,alkeneLinear,diene,1_3-butene,,chain:alkeneLinear,chain:alkeneLinear_diene,chain:alkeneLinear_diene_1_3-butene,chain:alkeneLinear_diene_1_3-butene
461,chain:alkeneLinear_diene_1_4-diene,chain,alkeneLinear,diene,1_4-diene,,chain:alkeneLinear,chain:alkeneLinear_diene,chain:alkeneLinear_diene_1_4-diene,chain:alkeneLinear_diene_1_4-diene
462,chain:alkeneLinear_diene_linoleic_(C18),chain,alkeneLinear,diene,linoleic_(C18),,chain:alkeneLinear,chain:alkeneLinear_diene,chain:alkeneLinear_diene_linoleic_(C18),chain:alkeneLinear_diene_linoleic_(C18)
463,chain:alkeneLinear_mono-ene_2-hexene,chain,alkeneLinear,mono-ene,2-hexene,,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_2-hexene,chain:alkeneLinear_mono-ene_2-hexene
464,chain:alkeneLinear_mono-ene_allyl,chain,alkeneLinear,mono-ene,allyl,,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_allyl,chain:alkeneLinear_mono-ene_allyl
465,chain:alkeneLinear_mono-ene_ehtylene_terminal,chain,alkeneLinear,mono-ene,ethylene,terminal,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_ethylene,chain:alkeneLinear_mono-ene_ethylene_terminal
466,chain:alkeneLinear_mono-ene_ethylene,chain,alkeneLinear,mono-ene,ethylene,,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_ethylene,chain:alkeneLinear_mono-ene_ethylene
467,chain:alkeneLinear_mono-ene_ethylene_generic,chain,alkeneLinear,mono-ene,ethylene_generic,,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_ethylene_generic,chain:alkeneLinear_mono-ene_ethylene_generic
468,chain:alkeneLinear_mono-ene_oleic_(C18),chain,alkeneLinear,mono-ene,oleic_(C18),,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_oleic_(C18),chain:alkeneLinear_mono-ene_oleic_(C18)
469,chain:alkeneLinear_mono-ene_vinyl,chain,alkeneLinear,mono-ene,vinyl,,chain:alkeneLinear,chain:alkeneLinear_mono-ene,chain:alkeneLinear_mono-ene_vinyl,chain:alkeneLinear_mono-ene_vinyl
470,chain:alkeneLinear_triene_linolenic_(C18),chain,alkeneLinear,triene_linolenic_(C18),,,chain:alkeneLinear,chain:alkeneLinear_triene_linolenic_(C18),chain:alkeneLinear_triene_linolenic_(C18),chain:alkeneLinear_triene_linolenic_(C18)
471,chain:alkyne_ethyne_generic,chain,alkyne_ethyne_generic,,,,chain:alkyne_ethyne_generic,chain:alkyne_ethyne_generic,chain:alkyne_ethyne_generic,chain:alkyne_ethyne_generic
472,chain:aromaticAlkane_Ar-C_meta,chain,aromaticAlkane,Ar-C,meta,,chain:aromaticAlkane,chain:aromaticAlkane_Ar-C,chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_meta
473,chain:aromaticAlkane_Ar-C_ortho,chain,aromaticAlkane,Ar-C,ortho,,chain:aromaticAlkane,chain:aromaticAlkane_Ar-C,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ar-C_ortho
474,chain:aromaticAlkane_Ar-C-Ar,chain,aromaticAlkane,Ar-C-Ar,,,chain:aromaticAlkane,chain:aromaticAlkane_Ar-C-Ar,chain:aromaticAlkane_Ar-C-Ar,chain:aromaticAlkane_Ar-C-Ar
475,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain,aromaticAlkane,Ph-C1,acyclic,connect_H_gt_1,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C1,chain:aromaticAlkane_Ph-C1_acyclic,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1
476,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain,aromaticAlkane,Ph-C1,acyclic,connect_noDblBd,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C1,chain:aromaticAlkane_Ph-C1_acyclic,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd
477,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain,aromaticAlkane,Ph-C1,acyclic,generic,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C1,chain:aromaticAlkane_Ph-C1_acyclic,chain:aromaticAlkane_Ph-C1_acyclic_generic
478,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain,aromaticAlkane,Ph-1_4-C1_acyclic,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-1_4-C1_acyclic
479,chain:aromaticAlkane_Ph-C1-Ph,chain,aromaticAlkane,Ph-C1-Ph,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C1-Ph,chain:aromaticAlkane_Ph-C1-Ph,chain:aromaticAlkane_Ph-C1-Ph
480,chain:aromaticAlkane_Ph-C2,chain,aromaticAlkane,Ph-C2,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C2
481,chain:aromaticAlkane_Ph-C4,chain,aromaticAlkane,Ph-C4,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C4,chain:aromaticAlkane_Ph-C4,chain:aromaticAlkane_Ph-C4
482,chain:aromaticAlkane_Ph-C6,chain,aromaticAlkane,Ph-C6,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C6,chain:aromaticAlkane_Ph-C6,chain:aromaticAlkane_Ph-C6
483,chain:aromaticAlkane_Ph-C8,chain,aromaticAlkane,Ph-C8,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C8,chain:aromaticAlkane_Ph-C8,chain:aromaticAlkane_Ph-C8
484,chain:aromaticAlkane_Ph-C9_nonylphenyl,chain,aromaticAlkane,Ph-C9_nonylphenyl,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C9_nonylphenyl,chain:aromaticAlkane_Ph-C9_nonylphenyl,chain:aromaticAlkane_Ph-C9_nonylphenyl
485,chain:aromaticAlkane_Ph-C10,chain,aromaticAlkane,Ph-C10,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C10,chain:aromaticAlkane_Ph-C10,chain:aromaticAlkane_Ph-C10
486,chain:aromaticAlkane_Ph-C12,chain,aromaticAlkane,Ph-C12,,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C12,chain:aromaticAlkane_Ph-C12,chain:aromaticAlkane_Ph-C12
487,chain:aromaticAlkane_Ph-C1_cyclic,chain,aromaticAlkane,Ph-C1,cyclic,,chain:aromaticAlkane,chain:aromaticAlkane_Ph-C1,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkane_Ph-C1_cyclic
488,chain:aromaticAlkene_Ph-C2_acyclic_generic,chain,aromaticAlkene,Ph-C2_acyclic_generic,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C2_acyclic_generic,chain:aromaticAlkene_Ph-C2_acyclic_generic,chain:aromaticAlkene_Ph-C2_acyclic_generic
489,chain:aromaticAlkene_Ph-C2_styrene,chain,aromaticAlkene,Ph-C2_styrene,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C2_styrene,chain:aromaticAlkene_Ph-C2_styrene,chain:aromaticAlkene_Ph-C2_styrene
490,chain:aromaticAlkene_Ph-C2,chain,aromaticAlkene,Ph-C2,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C2,chain:aromaticAlkene_Ph-C2,chain:aromaticAlkene_Ph-C2
491,chain:aromaticAlkene_Ph-C3,chain,aromaticAlkene,Ph-C3,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C3,chain:aromaticAlkene_Ph-C3,chain:aromaticAlkene_Ph-C3
492,chain:aromaticAlkene_Ph-C4_isocrotylbenzene,chain,aromaticAlkene,Ph-C4_isocrotylbenzene,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C4_isocrotylbenzene,chain:aromaticAlkene_Ph-C4_isocrotylbenzene,chain:aromaticAlkene_Ph-C4_isocrotylbenzene
493,chain:aromaticAlkene_Ph-C4_phenylbutadiene,chain,aromaticAlkene,Ph-C4_phenylbutadiene,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C4_phenylbutadiene,chain:aromaticAlkene_Ph-C4_phenylbutadiene,chain:aromaticAlkene_Ph-C4_phenylbutadiene
494,chain:aromaticAlkene_Ph-C2_cyclic,chain,aromaticAlkene,Ph-C2_cyclic,,,chain:aromaticAlkene,chain:aromaticAlkene_Ph-C2_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,chain:aromaticAlkene_Ph-C2_cyclic
495,chain:oxy-alkaneLinear_ethyleneOxide_EO1,chain,oxy-alkaneLinear,ethyleneOxide_EO1,,,chain:oxy-alkaneLinear,chain:oxy-alkaneLinear_ethyleneOxide_EO1,chain:oxy-alkaneLinear_ethyleneOxide_EO1,chain:oxy-alkaneLinear_ethyleneOxide_EO1
496,chain:oxy-alkaneLinear_ethylenOxide_EO1(O),chain,oxy-alkaneLinear,ethyleneOxide_EO1(O),,,chain:oxy-alkaneLinear,chain:oxy-alkaneLinear_ethyleneOxide_EO1(O),chain:oxy-alkaneLinear_ethyleneOxide_EO1(O),chain:oxy-alkaneLinear_ethyleneOxide_EO1(O)
